x,y,"f(x,y)","f*(x,y)"
20.75,22.81,3.78985766733817,2
-13.67,0.73,0.8077851237439204,2
-12.64,1.98,0.8173219571289208,2
-42.47,15.36,0.02998760090548802,2
-13.7,-23.73,0.19466957764743187,2
44.46,-9.96,3.9449973883560188,2
-14.22,-27.73,2.0046563649525493,2
-38.81,14.6,2.0536727578771914,2
29.23,29.8,2.6152836772695904,2
19.48,37.86,1.6210743661410727,2
-20.78,40.71,0.000984711803232452,2
23.81,37.4,1.5304071324456008,2
3.54,38.33,2.442606213638,2
-36.35,-45.74,2.149316978957315,2
-28.69,-3.5,2.7947604086388247,2
-42.04,43.86,3.674738539319677,2
-41.69,35.24,0.5453676929250866,2
-0.34,38.72,1.2996750576774254,2
2.87,2.26,0.8470062727870624,2
35.42,17.95,0.15032195798779213,2
-8.23,32.2,1.6601054672517086,2
-18.9,-19.24,0.8814199105642679,2
5.6,-26.71,2.9441675644475063,2
47.69,-10.11,2.1829823115498983,2
-1.97,-22.73,0.8992431471419822,2
-18.11,8.42,0.5901433383008885,2
40.26,21.01,1.7728598397005615,2
27.86,21.23,3.587678842315829,2
3.45,24.19,1.7383360347376815,2
20.2,-19.73,1.7239524414406542,2
-21.88,40.95,1.7565025437432218,2
10.9,-7.1,0.12395022696916613,2
20.71,11.54,-0.049601525365840615,2
-49.8,9.81,1.3777278913321052,2
-23.18,-15.31,0.538761278105717,2
-48.49,41.93,1.655503933512936,2
-6.93,14.63,2.3547696297877785,2
-34.65,-42.67,0.26678076976858134,2
0.13,-20.6,1.758532651833071,2
-25.17,-0.26,0.32032915177008614,2
-25.25,-6.47,3.7402690301751225,2
-8.79,39.11,0.09243500580533692,2
9.85,29.03,2.0888005637241625,2
-47.51,8.5,2.0879547632654187,2
-14.76,7.42,1.3750396668061677,2
-8.88,47.61,2.092232403910132,2
12.22,10.47,1.8203173535916926,2
23.19,27.42,2.219767634462311,2
-23.42,47.41,0.3656690436982051,2
44.04,-45.67,1.8496122595675644,2
-23.46,27.69,1.3723397788606855,2
-46.59,27.4,2.1389248937731073,2
30.77,-17.03,3.4461878407351554,2
-47.99,-0.23,2.570477825785619,2
-48.33,6.99,1.9950995772014657,2
-11.49,21.64,2.021211597688414,2
-41.46,32.92,2.5612590460767155,2
9.17,44.68,1.5219020698413253,2
-13.44,44.85,0.0269027135656148,2
40.22,-29.67,2.317495037573126,2
31.71,-49.13,1.4600255505524107,2
22.48,-22.39,3.507229947369404,2
21.98,-2.65,2.4150391181066486,2
-35.47,-20.36,2.0656652607107815,2
-4.69,32.44,2.318370629978571,2
47.01,36.8,0.33794883619693294,2
23.82,-14.26,2.0482658952638797,2
21.58,-13.49,1.555887595344718,2
